listing_id,review_id,date,reviewer_id
22219088,200088015,2017-10-04,123346683
2997346,200088015,2017-10-04,123346683
22219088,205182329,2017-10-21,23770481
2997346,205182329,2017-10-21,23770481
22219088,223954194,2018-01-02,77129337
2997346,223954194,2018-01-02,77129337
2997346,256197483,2018-04-22,115838328
22219088,256197483,2018-04-22,115838328
22219250,256940062,2018-04-24,172857558
466155,256940062,2018-04-24,172857558
22219081,267670224,2018-05-22,13538867
5880984,267670224,2018-05-22,13538867
5880984,268584240,2018-05-25,123864726
22219081,268584240,2018-05-25,123864726
22219081,273473836,2018-06-06,126086197
5880984,273473836,2018-06-06,126086197
22219081,275984980,2018-06-12,6150664
5880984,275984980,2018-06-12,6150664
5880984,280843268,2018-06-24,122553749
22219081,280843268,2018-06-24,122553749
10072453,289753825,2018-07-13,29297595
22219134,289753825,2018-07-13,29297595
9126251,294423663,2018-07-22,35690267
22219090,294423663,2018-07-22,35690267
2997346,303293968,2018-08-07,68390014
22219088,303293968,2018-08-07,68390014
10072453,307840556,2018-08-15,116167974
22219134,307840556,2018-08-15,116167974
22219090,327085784,2018-09-23,52635330
9126251,327085784,2018-09-23,52635330
5878807,329562820,2018-09-29,217186921
22219085,329562820,2018-09-29,217186921
22219081,330884408,2018-10-01,195690465
5880984,330884408,2018-10-01,195690465
9126251,331068452,2018-10-01,215420319
22219090,331068452,2018-10-01,215420319
5880984,332797584,2018-10-06,10137485
22219081,332797584,2018-10-06,10137485
9126251,335456934,2018-10-12,81287328
22219090,335456934,2018-10-12,81287328
22219080,336397888,2018-10-14,53232555
5024565,336397888,2018-10-14,53232555
22219090,337697354,2018-10-17,5578667
9126251,337697354,2018-10-17,5578667
22219134,361328474,2018-12-23,55054916
10072453,361328474,2018-12-23,55054916
22219088,364789949,2018-12-31,59388279
2997346,364789949,2018-12-31,59388279
22219134,427811589,2019-03-24,34068431
10072453,427811589,2019-03-24,34068431
22219085,427955757,2019-03-24,39781672
5878807,427955757,2019-03-24,39781672
10072453,433288519,2019-04-06,16387305
22219134,433288519,2019-04-06,16387305
5878807,436153856,2019-04-12,242254084
22219085,436153856,2019-04-12,242254084
5878807,436497479,2019-04-13,49023950
22219085,436497479,2019-04-13,49023950
14926853,437102525,2019-04-14,23188456
22219095,437102525,2019-04-14,23188456
22219085,438705999,2019-04-17,245684919
5878807,438705999,2019-04-17,245684919
14926853,440793959,2019-04-21,10766989
22219095,440793959,2019-04-21,10766989
22219134,441537536,2019-04-22,83452860
10072453,441537536,2019-04-22,83452860
22219081,442312418,2019-04-23,40680123
5880984,442312418,2019-04-23,40680123
10072453,443507550,2019-04-26,86397430
22219134,443507550,2019-04-26,86397430
22219085,443650128,2019-04-26,248456543
5878807,443650128,2019-04-26,248456543
22219082,444763297,2019-04-28,15729328
21242412,444763297,2019-04-28,15729328
22219080,445491105,2019-04-29,96460482
5024565,445491105,2019-04-29,96460482
22219085,446379965,2019-05-01,30895945
5878807,446379965,2019-05-01,30895945
22219080,446724786,2019-05-02,60344501
5024565,446724786,2019-05-02,60344501
22219085,447868466,2019-05-04,126944567
5878807,447868466,2019-05-04,126944567
14926853,450028189,2019-05-08,1780276
22219095,450028189,2019-05-08,1780276
22219085,450104937,2019-05-08,122593920
5878807,450104937,2019-05-08,122593920
10072453,451121741,2019-05-11,75457598
22219134,451121741,2019-05-11,75457598
22219095,451122560,2019-05-11,36833966
14926853,451122560,2019-05-11,36833966
22219083,451736404,2019-05-12,87069825
5555126,451736404,2019-05-12,87069825
5024565,453232853,2019-05-15,52851957
22219080,453232853,2019-05-15,52851957
22219085,453624892,2019-05-16,93754179
5878807,453624892,2019-05-16,93754179
22219085,453946082,2019-05-17,75090637
5878807,453946082,2019-05-17,75090637
22219095,453963542,2019-05-17,1808717
14926853,453963542,2019-05-17,1808717
22219085,454441541,2019-05-18,43621784
5878807,454441541,2019-05-18,43621784
9126251,455177386,2019-05-19,49864793
22219090,455177386,2019-05-19,49864793
21242412,455738773,2019-05-20,33298931
22219082,455738773,2019-05-20,33298931
5878807,455861702,2019-05-20,13476146
22219085,455861702,2019-05-20,13476146
22219085,457149359,2019-05-23,136064598
5878807,457149359,2019-05-23,136064598
4532587,457429673,2019-05-24,233951445
22219093,457429673,2019-05-24,233951445
22219134,457495274,2019-05-24,250550756
10072453,457495274,2019-05-24,250550756
5555126,458593168,2019-05-26,6501858
22219083,458593168,2019-05-26,6501858
22219085,459349011,2019-05-27,127388922
5878807,459349011,2019-05-27,127388922
22219093,459964316,2019-05-28,232556231
4532587,459964316,2019-05-28,232556231
5878807,460455014,2019-05-29,143991408
22219085,460455014,2019-05-29,143991408
5878807,460786978,2019-05-30,2061874
22219085,460786978,2019-05-30,2061874
22219093,461782390,2019-06-01,232260831
4532587,461782390,2019-06-01,232260831
5878807,461797282,2019-06-01,161346152
22219085,461797282,2019-06-01,161346152
5878807,465151567,2019-06-07,6627505
22219085,465151567,2019-06-07,6627505
5878807,465644565,2019-06-08,103491994
22219085,465644565,2019-06-08,103491994
22219090,466427820,2019-06-09,127601185
9126251,466427820,2019-06-09,127601185
22219082,466432164,2019-06-09,61866029
21242412,466432164,2019-06-09,61866029
22219093,466487277,2019-06-09,246479811
4532587,466487277,2019-06-09,246479811
10072453,467261216,2019-06-10,64562453
22219134,467261216,2019-06-10,64562453
5878807,468403795,2019-06-12,31215619
22219085,468403795,2019-06-12,31215619
21242412,468721740,2019-06-13,193241680
22219082,468721740,2019-06-13,193241680
22219093,468808489,2019-06-13,230757862
4532587,468808489,2019-06-13,230757862
4532587,469689272,2019-06-15,22114425
22219093,469689272,2019-06-15,22114425
22219081,470333123,2019-06-16,135305194
5880984,470333123,2019-06-16,135305194
22219134,471366529,2019-06-17,238928262
10072453,471366529,2019-06-17,238928262
4532587,471852641,2019-06-18,86454342
22219093,471852641,2019-06-18,86454342
5878807,472179462,2019-06-19,251261949
22219085,472179462,2019-06-19,251261949
10072453,472640607,2019-06-20,69729358
22219134,472640607,2019-06-20,69729358
5878807,473725187,2019-06-22,191907388
22219085,473725187,2019-06-22,191907388
4532587,473748555,2019-06-22,520443
22219093,473748555,2019-06-22,520443
22219090,474335317,2019-06-23,207846859
9126251,474335317,2019-06-23,207846859
5878807,475326042,2019-06-24,154617986
22219085,475326042,2019-06-24,154617986
10072453,475368998,2019-06-24,11138847
22219134,475368998,2019-06-24,11138847
22219082,475928925,2019-06-25,112128289
21242412,475928925,2019-06-25,112128289
4532587,477885122,2019-06-29,135535785
22219093,477885122,2019-06-29,135535785
22219093,480151900,2019-07-02,234313330
4532587,480151900,2019-07-02,234313330
5024565,480158533,2019-07-02,244568193
22219080,480158533,2019-07-02,244568193
22219085,480623194,2019-07-03,63685767
5878807,480623194,2019-07-03,63685767
22219093,481191869,2019-07-04,211778659
4532587,481191869,2019-07-04,211778659
5878807,481590289,2019-07-05,54429020
22219085,481590289,2019-07-05,54429020
22219134,483309396,2019-07-07,78380581
10072453,483309396,2019-07-07,78380581
22219093,485708074,2019-07-11,13649651
4532587,485708074,2019-07-11,13649651
5880984,487704386,2019-07-14,26972598
22219081,487704386,2019-07-14,26972598
22219085,489200252,2019-07-16,182500783
5878807,489200252,2019-07-16,182500783
22219093,492219824,2019-07-21,263993066
4532587,492219824,2019-07-21,263993066
5878807,492424555,2019-07-21,44822245
22219085,492424555,2019-07-21,44822245
22219088,495485733,2019-07-26,52528194
2997346,495485733,2019-07-26,52528194
5880984,496166849,2019-07-27,69554489
22219081,496166849,2019-07-27,69554489
4532587,497197201,2019-07-28,40407224
22219093,497197201,2019-07-28,40407224
5878807,498663038,2019-07-30,207220912
22219085,498663038,2019-07-30,207220912
22219093,501085508,2019-08-03,101172557
4532587,501085508,2019-08-03,101172557
5878807,501156070,2019-08-03,193939531
22219085,501156070,2019-08-03,193939531
4532587,503536011,2019-08-06,23690757
22219093,503536011,2019-08-06,23690757
22219082,503606250,2019-08-06,68525028
21242412,503606250,2019-08-06,68525028
5878807,505376843,2019-08-09,14976658
22219085,505376843,2019-08-09,14976658
21242412,506327652,2019-08-10,216205417
22219082,506327652,2019-08-10,216205417
4532587,512330950,2019-08-18,269103050
22219093,512330950,2019-08-18,269103050
22219093,513313851,2019-08-19,257004248
4532587,513313851,2019-08-19,257004248
22219093,518019555,2019-08-26,46581796
4532587,518019555,2019-08-26,46581796
4532587,521000228,2019-08-31,83489697
22219093,521000228,2019-08-31,83489697
22219093,523688520,2019-09-04,119092726
4532587,523688520,2019-09-04,119092726
22219093,524621277,2019-09-06,8660638
4532587,524621277,2019-09-06,8660638
5878807,527231325,2019-09-10,140290328
22219085,527231325,2019-09-10,140290328
21242412,528097900,2019-09-12,17573300
22219082,528097900,2019-09-12,17573300
22219093,529009867,2019-09-14,257017898
4532587,529009867,2019-09-14,257017898
5878807,529904103,2019-09-15,89009320
22219085,529904103,2019-09-15,89009320
4532587,531677923,2019-09-18,240036812
22219093,531677923,2019-09-18,240036812
9126251,532583777,2019-09-20,58267029
22219090,532583777,2019-09-20,58267029
5555126,534812290,2019-09-23,258766033
22219083,534812290,2019-09-23,258766033
22219085,535332380,2019-09-24,250117747
5878807,535332380,2019-09-24,250117747
4532587,535734528,2019-09-25,8344305
22219093,535734528,2019-09-25,8344305
22219083,537250663,2019-09-28,6964917
5555126,537250663,2019-09-28,6964917
22219093,537746399,2019-09-29,182233787
4532587,537746399,2019-09-29,182233787
22219082,537749435,2019-09-29,135744614
21242412,537749435,2019-09-29,135744614
22219093,539487586,2019-10-01,22732540
4532587,539487586,2019-10-01,22732540
5555126,543106401,2019-10-07,9832125
22219083,543106401,2019-10-07,9832125
21242412,543229744,2019-10-07,10539700
22219082,543229744,2019-10-07,10539700
5878807,543276514,2019-10-07,130250777
22219085,543276514,2019-10-07,130250777
22219093,543747815,2019-10-08,248309190
4532587,543747815,2019-10-08,248309190
4532587,544938786,2019-10-11,150176139
22219093,544938786,2019-10-11,150176139
5555126,545322016,2019-10-12,39624041
22219083,545322016,2019-10-12,39624041
5878807,547445510,2019-10-15,20356607
22219085,547445510,2019-10-15,20356607
5555126,547504877,2019-10-15,29199532
22219083,547504877,2019-10-15,29199532
22219093,548201216,2019-10-17,75309253
4532587,548201216,2019-10-17,75309253
22219093,552716644,2019-10-22,204273809
4532587,552716644,2019-10-22,204273809
5878807,554917096,2019-10-27,129041256
22219085,554917096,2019-10-27,129041256
22219080,555057458,2019-10-27,29389497
5024565,555057458,2019-10-27,29389497
22219081,557112442,2019-10-31,288834285
5880984,557112442,2019-10-31,288834285
5880984,558639962,2019-11-03,226392929
22219081,558639962,2019-11-03,226392929
21242412,559469909,2019-11-04,19524355
22219082,559469909,2019-11-04,19524355
22219093,581612711,2019-12-25,80365713
4532587,581612711,2019-12-25,80365713
4532587,585084535,2019-12-31,3814939
22219093,585084535,2019-12-31,3814939
22219093,588812335,2020-01-05,179127498
4532587,588812335,2020-01-05,179127498
22219250,588888008,2020-01-05,30885259
466155,588888008,2020-01-05,30885259
22219083,603395800,2020-02-09,24316754
5555126,603395800,2020-02-09,24316754
22219081,615579679,2020-03-08,7846121
5880984,615579679,2020-03-08,7846121
22219250,644132654,2020-07-30,94172781
466155,644132654,2020-07-30,94172781
466155,646267384,2020-08-03,355007437
22219250,646267384,2020-08-03,355007437
22219095,647645352,2020-08-07,353262319
14926853,647645352,2020-08-07,353262319
14926853,648325360,2020-08-08,26949941
22219095,648325360,2020-08-08,26949941
22219095,651230246,2020-08-15,328644718
14926853,651230246,2020-08-15,328644718
22219090,653050066,2020-08-18,154374619
9126251,653050066,2020-08-18,154374619
22219081,658988460,2020-08-31,284527359
5880984,658988460,2020-08-31,284527359
22219083,660888419,2020-09-06,149513193
5555126,660888419,2020-09-06,149513193
5880984,667013656,2020-09-22,136322397
22219081,667013656,2020-09-22,136322397
22219081,668349646,2020-09-27,116680231
5880984,668349646,2020-09-27,116680231
5880984,701468704,2020-10-18,1570061
22219081,701468704,2020-10-18,1570061
5555126,721876697,2021-01-04,69362609
22219083,721876697,2021-01-04,69362609
22219083,724818676,2021-01-17,352582569
5555126,724818676,2021-01-17,352582569
